topic,label,tweet
david price,positive,@dantencer mvp mvp. 11 pitchs and the 6th pitch to stay alive. He is going to get paid bigtime.and david price wow
frank ocean,positive,September 4th 2015 Frank Ocean's album still hasn't dropped. I've made a tumlr account just to follow frank and frank for album updates.
justin bieber,positive,"wow tomorrow is my birthday..i really can't wait and the best present would be a""happy birthday""wish from justin bieber"
sony,positive,#Sony Sony Xperia Z5 Premium news: Sony may have found a solution for the overheating Snapdragon 810: ... http://t.co/W6vF0cGZHL #Xperia
hannibal,negative,Hannibal's 3rd season feels like it became more and more a parody of itself.
shawn,positive,"#GetShawnToYourCountry #GetShawnToMexico ending the 12 day of the mission ""get Shawn here now"". Tomorrow I'll try to tweet more :)"
valentine,positive,Everyone went to go see J.Cole on Monday and I'm out here about to go see Slipknot and Bullet for my Valentine tomorrow.
paul dunne,positive,A touch of class from the R&amp;A putting Paul Dunne out in the last two ball tomorrow. What a day ahead for him. Everything crossed. #gogetem
brock lesnar,positive,BROCK LESNAR VS THE UNDERTAKER  supporting lesnar butttttt. May the best man win #summerslam
iphone,positive,"Apple is hosting its annual splash on Wednesday to unveil a new version of its best product, the iPhone #Africapkenya http://t.co/hL17VGWRnL"
frank gifford,positive,"Best play by play man Monday Night Football ever had, back when you couldn't wait for MNF to be on ! FRANK GIFFORD  RIP"
kurt cobain,positive,"400 Follower HYPE! Even tho my recent followers are Kurt Cobain accounts. Must appreciated. I am a big fan, may he always live in our hearts"
planned parenthood,negative,@TGowdySC may God bless you in your fight against Planned Parenthood! Shutting down government would make sure women never get healthcare
monsanto,negative,The conveyor belt of 'goods' bought at Monsanto Supermarket. Or shall we say the assembly line of puppets MON bathes! http://t.co/kE0aT0g6HK
frank ocean,negative,December is almost here with us. Still no Frank Ocean album. But Boys Don't Cry. They don't give a fuck.
monsanto,negative,"Did it EVER occur to anyone Monsanto may be executing honey bees w/ poison ""ROUND UP"" to CONTROL food supply by limiting natural foods??"
dean ambrose,positive,One day Dean Ambrose will be WWE CHAMPION and mark April 3 2016 on your calendar #ambroseforWWECHAMPION http://t.co/JQIWKJoCiE
ira,positive,@lebedeva170377 goodnight to you too Ira. see you tomorrow. :)
zayn,positive,with Zayn gone I can now definitively say that Louis is my favorite member of 1D. Harry a distant 2nd.
ice cube,positive,"I like Ice Cube, better than any of NWAs songs after the 1st album. Death Certificate is MY LP. 2015 &amp;we still bustin up the chiffarobe"
google+,positive,"Did you get a chance to join our Google+ Hangout Friday, July 24th? Take a few minutes to watch the live broadcast! http://t.co/AcGBNlDnGi"
sam smith,positive,"Happy Saturday morning everyone! Here's a short instrumental cover of Sam Smith's ""I'm Not the Only One."" We have... http://t.co/FrboL03lZH"
grateful dead,positive,"Calling all you deadheads!  Head over to the free Grateful Dead tribute concert today, July 25th, from... http://t.co/qbDEOfWLNE"
star wars day,positive,"STAR WARS DAY!!!!!!!!!!!! If it's the 4th best #StarWars  film, I will be ecstatic. If its higher than 4th, I will implode. Seriously."
ruto,negative,Ruto's presidency lasted shorter than the 1st shot.
ant-man,negative,"More meta-textually, Ant-Man may be the worst movie in the Marvel Universe for gender roles. Of its... http://t.co/f1ZCRHP5PH"
boko haram,negative,"Mr President To Defeat Boko Haram In 3 Months is too long, at least 1 months because pple's are suffering,pple's are die.May ALLAH Help you"
christians,positive,Happy sabbath day to Christians all over the world from tomorrow Saturday to Sunday
paul dunne,positive,"Paul Dunne, Danny Willett, Anyone of 25 players can win the Open tomorrow, exciting stuff, on that note Goodnight my friends"
hillary,negative,@ConManBO @laurarubin7 @realDonaldTrump . Maybe he realizes Hillary is a liar and Bernie may take his hard earned millions.
sharknado,negative,"The 1st Sharknado was good, the 2nd bad and the 3rd was just pathetic. They are making a 4th, but I'm done with them now! #sharknado"
sony,positive,"Do I know anyone in LA with a Red, Sony C300 or Sony fs7 that I could rent or borrow tomorrow night (9/2) for a few hours?"
obama,negative,@TJChristman @GravyLegs1 undocked. May try sending a signal again. Worked fine for months. Black helicopters mucking it up? Obama.
nicki,positive,"Nicki my fav, she slaying everyone and they momma' sat the VMAs, God bless"
ipad,negative,Pausing on this day of my 31st year to yell at my ipad because pandora refuses to play the Carpenters' Superstar.
bob marley,positive,"The sun shall not smite I by day, nor the moon by night Bob Marley &amp; the Wailers NIGHT SHIFT *Live in NYC 4/30/76* https://t.co/6FN2LR019e"
angela merkel,positive,Angela Merkel: strong link between the euro and peace https://t.co/0AOvzufdIz
watchman,positive,I just realized that Go Set a Watchman comes out tomorrow!!!
kendrick,positive,Wale's content may have similarities to TPAB's but the difference is Kendrick executes it EXTREMELY better
ice cube,positive,A few days ago @Quuuise said Ice cube may be the bet rapper lyrically I'm starting to agree
ac/dc,positive,Take the Highway to Dundas and check out FTATR (AC/DC cover band) on Sat at 6pm on the Main Stage! #dundascactus40 http://t.co/xiQdkga2Bk
randy orton,positive,Monday night raw!!!!!! #RAW @WWEUniverse it's great.. want Randy Orton to win...
frank ocean,positive,Can we get Frank Ocean in charge of this asteroid so he can keep pushing the date back? https://t.co/aVfajWSGUq
google,positive,@CarineBouton @fredatlanta @AJHiggi  In a Geography class tomorrow with Google @earthoutreach - great starter! #geographyteacher
brock lesnar,positive,Never break the 11th comandment  of the beast Brock LESNAR thy shall not intentionally provoke the beast
rolling stone,positive,"Rolling Stone crowns Bob Dylan the best songwriter of all time, Paul McCartney second, John Lennon 3rd http://t.co/sh0P3XLddR @davidlinton"
prince george,positive,Prince George's County was not absent on the list of The  Baltimore Sun's 50 Most Beautiful Places in Maryland!!... http://t.co/WKrNIX2Z27
fleetwood mac,positive,Fleetwood Mac is the perfect Sunday driving music
jeb bush,negative,Four Hard Questions to Ask About Jeb Bush's Tax Plan: Jeb Bush's tax plan is coming out Wednesday. Expect the usual soaring language ...
kim kardashian,negative,Kris Jenner threatened to kick Kim Kardashian out of her home on Sunday's episode of the family reality show... https://t.co/bumhzoAz9M
george harrison,positive,The only GREAT dead Beatle is George Harrison.  May he serenade me with a sweet guitar solo as I enter the pearly gates
bob marley,positive,We are sponsoring the Newport Comedy Series this Friday night with Bob Marley performing at the Hyatt on Goat... http://t.co/VT69MiReMr
saudi arabia,negative,Won't be long before people will be trying to tell us Saudi Arabia and Iran have nothing to do with Islam https://t.co/AYT51YVcGw
boko haram,negative,"Boko Haram kills 13 in Borno: In the dead of the night on Sunday, a band of suspected members of the sect kill...  http://t.co/RjqeGvxRyP"
jurassic park,positive,Watching Jurassic Park for the first time!! Happy Saturday !
bob marley,positive,"Bob Marley's ""Stir it Up"" in Birmingham from our gig on Saturday, enjoy&gt;&gt;&gt;  https://t.co/2uDudJddCO #BobMarley #Birmingham"
john cena,positive,"I liked a @YouTube video http://t.co/PCuHL1YzpE John Cena attacks Dolph Ziggler after his match with Randy Orton: SmackDown, Nov. 23,"
moto g,positive,Fianlly gaming review of Moto G3 and it is a solid performer! 7 Graphics heavy games with Moto G 3rd generation! https://t.co/93wbYflQ0A
gala,positive,Why am I only just watching @MissSaigonUK 25th anniversary Gala now? Can't wait to come back to the uk to watch it again in the new year!!!
oracle,negative,Java was dead the day Sun died. I'm surprised so many tolerate(d) the bullshit Oracle community https://t.co/l8sz8xs4rQ
ps4,positive,I will be back on PSN tomorrow the 2nd of september with my new PS4 :) message me if your intersented in my psn name :)))))
amy schumer,positive,Watching Amy Schumer: Live at the Apollo makes me so excited for Sunday when @KentStateUSG brings @amyschumer
national ice cream day,positive,"How about some good news for Saturday morning: Ice Cream FREEBIES, Campbell! Happy National Ice Cream Day! http://t.co/JQ9Z0IUpfc"
nirvana,positive,NUEVO DJ Sergio ! NIRVANA! This FRIDAY! LEGENDARY Max TOrres! Isis the VOICE! and DJ Sergio! WIth the BEST of the... http://t.co/IZg7F7z759
muslims,negative,"This lady may have stumbled But she ain't never fell And if Obama, Muslims and Russians don't believe that  They can all go straight to hell"
milan,positive,"I really want flor and Milan to open their presents, I don't want to wait till Friday"
naruto,positive,"Just bought my ""Boruto - Naruto the Movie"" ticket for October 10! http://t.co/6h1KL0U4wB"
prince george,positive,"Prince George turns 2: His best style moments - He may be just two, but just like mom Kate Middleton, royal toddle... http://t.co/sVlYRReBNJ"
ed sheeran,positive,@VirginRadioTO  Could you please send me to Ed Sheeran September 20th at the ACC? He has inspired me and gotten me through tough times!
ps4,positive,@ThunderS7ruck moderate NAT and freezing issue. I'm used to the sweats!! I may buy a PS4 before release based on playability
milan,positive,"Saturday doesn't feel special compared to other week days, when Milan is not playing and the Brazilian league is finished."
icc,positive,It's a big enough anthem down at the ICC on a saturday night! #Vaccines #IfYouWanna
pope,positive,Hey everyone go vote so the POPE vs Woodstock game can be shown live on TV on Friday!           http://t.co/eaAPxLtYRr
sony,positive,"PS4 Firmware 3.0 http://t.co/snhEXLgDaH As some of you may know, Sony is releasing the 3.0 update for the PS4 sometime in the near"
harry potter,positive,I have too many books to read.  Grey Cloud Atlas Twilight  Harry Potter 2nd Gen! How I Live Now If I stay Don't make me think
national ice cream day,positive,Sunday (tomorrow) is National Ice Cream Day and have we got a gift for you!   Join us for an ice cream sundae and... http://t.co/QJYmAc0c7T
tory,negative,Can you imagine what a Tory prison must be like? Imagine a young grammar schoolboy going in after his 1st fraud #PredaToryInmates #EtonMess
naruto,negative,"@Arachnera I may hate Naruto because it's terrible, but I am going to see Boruto."
eric church,positive,My Saturday night with Eric Church http://t.co/AOKb8qTYT0
ruto,negative,Kenyans r realy crazy. can we say that Ruto is the 6th prezo of the republic of kenya?
ted 2,negative,@daltonmaxsmith oh I saw it for a 2nd screening 2 Sunday's ago. My friends got pissed I wouldn't let them see Ted 2
apple,positive,Love sales and Apple watches? Join @AppNeta on 9/16 from 6-8PM EST @DistrictHall for the 1st Fall Sales Invitational http://t.co/T5VrG6hSWz
josh hamilton,positive,"In good, non-Kris Bryant Is Dead news, Josh Hamilton just put the Rangers up 2-0 over the Giants in the 6th"
jason aldean,positive,"just got 2 free tickets to Jason Aldean, Cole Swindell and Tyler Farr Saturday night! #BOOYAH"
tsipras,negative,@YanniKouts Tsipras may just limp across the finish line in the general election because there's no real viable alternative PM...
islam,positive,@tortured_brain @hamzayusuf is a treasure. He has helped so many people come to terms with Islam. He has unique gift. May Allah preserve him
planned parenthood,negative,"If you are still wondering what laws have been broken by Planned Parenthood, read CMP's open letter. #defundPP https://t.co/PuJszdAyCp"
