topic,label,tweet
google+,negative,"['ban', 'india', 'incognito', 'window', 'may', 'next', 'thing', 'die', 'google']"
national hot dog day,positive,"['know', 'tomorrow', 'national', 'hot', 'dog', 'day', 'jci', 'dog', 'come', 'enjoy', 'u', 'tomorrow']"
george osborne,negative,"['good', 'come', 'george', 'remain', 'fish', 'canal', 'manchester', 'one', 'sunday', 'morning']"
sting,positive,"['tomorrow', 'try', 'plan', 'trip', 'see', 'next', 'ppv', 'sting', 'might', 'world', 'champ']"
david price,positive,"['david', 'price', 'pitch', 'toronto', 'blue', 'jay', 'tomorrow']"
muslims,negative,"['praveen', 'togadia', 'prove', 'inability', 'procreate', 'call', 'criminal', 'action', 'use', 'viagra', 'may', 'work']"
fleetwood mac,positive,"['september', 'look', 'like', 'attempt', 'make', 'fleetwood', 'mac', 'everywhere', 'failure']"
boko haram,negative,"['boko', 'haram', 'may', 'kill', 'people', 'kill', 'go']"
minecraft,positive,"['anyway', 'gonna', 'make', 'something', 'minecraft', 'anniversary', 'hold', 'though', 'stupid', 'update']"
ant-man,positive,"['debate', 'see', 'tonight', 'time']"
tom brady,negative,"['goodell', 'catch', 'lie', 'lie', 'lie', 'tom', 'brady', 'swore', 'oath', 'nothing', 'science', 'affirms']"
gucci,negative,"['gucci', 'come', 'movie', 'october', 'he', 'still', 'jail']"
tgif,positive,"['tgif', 'everyone', 'happy', 'friday']"
israel,negative,"['supporter', 'israel', 'back', 'israel', 'assault', 'gaza', 'nerve', 'say', 'may', 'much']"
kendrick lamar,positive,"['j', 'cole', 'kendrick', 'lamar', 'drop', 'black', 'friday', 'gift', 'pay', 'attention', 'go', 'concert', 'idc', 'go']"
messi,positive,"['yap', 'dont', 'understand', 'making', 'fun', 'height', 'expect', 'jan', 'koller', 'lol']"
jurassic park,positive,"['jurassic', 'park', 'collection', 'movie', 'come', 'italy', 'october']"
batman,positive,"['holy', 'content', 'batman', 'gonna', 'get', 'do', 'tonight', 'early', 'tomorrow', 'leave', 'work']"
nirvana,positive,"['bang', 'friday', 'night', 'start', 'weekend', 'nirvana']"
gay,positive,"['never', 'truly', 'know', 'many', 'lil', 'kim', 'lyric', 'know', 'hit', 'gay', 'bar', 'saturday', 'night']"
seinfeld,positive,"['magic', 'loogie', 'one', 'clever', 'scene', 'seinfeld', 'ever', 'tuesday', 'evening', 'pleasure']"
rahul gandhi,positive,"['rahul', 'gandhi', 'leader', 'modimafia', 'may', 'try', 'hard', 'able', 'defeat', 'simply', 'becuz', 'voice', 'cannot', 'curb']"
michelle obama,positive,"['find', 'today', 'might', 'get', 'see', 'michelle', 'obama', 'friday']"
eid,positive,"['taste', 'sawine', 'time', 'eid', 'yesterday', 'enjoy', 'every', 'bit']"
thor,positive,"['blue', 'monday', 'thor', 'back', 'love', 'joan']"
star wars day,positive,"['star', 'war', 'day', 'school', 'tomorrow', 'think', 'ready']"
vikings,positive,"['happy', 'friday', 'viking', 'lot', 'rain', 'way', 'big', 'hockey', 'game', 'tonight', 'go', 'great', 'day']"
charlie hebdo,negative,"['psa', 'photo', 'charlie', 'hebdo', 'attack', 'back', 'january', 'paris', 'look', 'like', 'right']"
grateful dead,positive,"['happen', 'goodison', 'miralles', 'try', 'eat', 'ball', 'besic', 'nak', 'grateful', 'dead', 'tannoy']"
ant-man,positive,"['really', 'great', 'time', 'watch', 'remind', 'time', 'watch', 'iron', 'man', 'character', 'try', 'learn']"
boko haram,negative,"['adamawa', 'pay', 'prayer', 'warrior', 'pray', 'boko', 'haram', 'think', 'joke', 'know', 'root', 'evil']"
ed sheeran,positive,"['see', 'saturday', 'day', 'hour', 'minute', 'second', 'ed', 'sheeran', 'atl']"
national hot dog day,positive,"['today', 'national', 'hot', 'dog', 'day', 'much', 'combo', 'hanukkah', 'christmas', 'birthday', 'sept', 'even', 'july']"
miss usa,negative,"['go', 'figure', 'miss', 'usa', 'talk', 'bi', 'racial', 'time', 'immigrant', 'sad', 'owner', 'miss', 'girl', 'yr']"
caitlyn jenner,negative,"['caitlyn', 'jenner', 'may', 'face', 'manslaughter', 'charge', 'joke', 'write', 'day']"
israel,negative,"['may', 'always', 'israel', 'reason', 'zionist', 'kill']"
milan,negative,"['shit', 'men', 'even', 'dough', 'totally', 'lose', 'plot']"
iphone,positive,"['well', 'watch', 'gen', 'iphone', 'even', 'wont', 'get', 'ios', 'update']"
david bowie,positive,"['nobody', 'pretty', 'david', 'bowie', 'fly', 'close', 'sun']"
john kasich,positive,"['john', 'kasich', 'may', 'subscribe', 'political', 'view', 'much', 'handle', 'grace', 'compassion']"
windows 10,positive,"['window', 'user', 'stream', 'apple', 'event', 'later', 'sept', 'good']"
erdogan,negative,"['cctv', 'news', 'report', 'sound', 'like', 'erdogan', 'may', 'get', 'bit', 'lecture', 'xi', 'pal', 'today']"
donald trump,negative,"['easy', 'donald', 'trump', 'great', 'rest', 'loser', 'rate']"
ira,negative,"['fiona', 'generation', 'ira', 'dangerous', 'highly', 'train', 'even', 'jimmy', 'know', 'outmatch', 'gemma', 'smart', 'scar']"
pride parade,positive,"['deserve', 'love', 'happiness', 'lot', 'fun', 'attend', 'annual', 'pride', 'parade', 'today']"
iron maiden,positive,"['new', 'iron', 'maiden', 'single', 'well', 'alright', 'thank', 'friday']"
paul dunne,positive,"['also', 'detail', 'fabulous', 'day', 'paul', 'dunne', 'enthralling', 'third', 'round', 'st', 'andrew']"
david beckham,positive,"['liam', 'payne', 'david', 'beckham', 'video', 'may', 'never', 'know']"
joe biden,positive,"['joe', 'biden', 'may', 'well', 'great', 'candidate', 'run', 'course']"
kanye west,negative,"['kanye', 'west', 'pier', 'morgan', 'weed', 'dealer']"
national ice cream day,positive,"['national', 'ice', 'cream', 'day', 'hit', 'country', 'sunday', 'several', 'local', 'spot', 'plan', 'make', 'one']"
christians,positive,"['forget', 'tomorrow', 'sunday', 'lord', 'day', 'christian', 'attend', 'church', 'lord', 'day']"
apple,positive,"['really', 'excite', 'apple', 'watch', 'collab', 'beautiful', 'new', 'model', 'new', 'o', 'update', 'everything', 'available', 'sept']"
ed sheeran,positive,"['get', 'beat', 'wanted', 'atleast', 'like', 'please', 'love', 'deserve', 'ed', 'sheeran']"
the big bang theory,positive,"['saw', 'advertising', 'telly', 'big', 'bang', 'theory', 'start', 'october']"
prince george,positive,"['happy', 'bday', 'prince', 'george', 'may', 'god', 'bless', 'u', 'many', 'year', 'live']"
taylor swift,positive,"['jam', 'taylor', 'swift', 'tuesday', 'labor', 'day', 'make', 'day', 'good', 'day']"
john kasich,positive,"['john', 'kasich', 'may', 'terribly', 'polish', 'come', 'across', 'comfortable', 'real', 'jeb', 'bush']"
hannibal,positive,"['get', 'tomorrow', 'stick', 'hannibal', 'realize', 'next', 'episode', 'girl', 'wait', 'bed', 'murder', 'people']"
white sox,positive,"['sweep', 'sox', 'game', 'closer', 'place']"
iphone,positive,"['hour', 'iphone', 'launch', 'im', 'still', 'use', 'generation']"
snoop dogg,positive,"['hey', 'keith', 'birthday', 'october', 'also', 'share', 'birthday', 'tom', 'petty', 'snoop', 'dogg']"
sharknado,positive,"['uh', 'guy', 'sharknado', 'tomorrow', 'would', 'anyone', 'wanna', 'celebrate', 'wadatwitter']"
ac/dc,positive,"['ac', 'dc', 'win', 'thunderstruck', 'come', 'least']"
zlatan,positive,"['certainly', 'gonna', 'see', 'verratti', 'half', 'like', 'kid', 'wait', 'present', 'oh', 'zlatan', 'start', 'thats', 'great']"
islam,negative,"['get', 'hate', 'christian', 'march', 'islam', 'christian', 'may', 'agree', 'lifestyle', 'kill']"
degrassi,positive,"['rest', 'assures', 'watch', 'degrassi', 'love', 'may', 'add']"
john cena,positive,"['challenge', 'name', 'wrestler', 'quizup', 'read', 'weather', 'confuse', 'quest', 'include', 'pic', 'john', 'cena']"
saudi arabia,negative,"['saudi', 'cash', 'crunch', 'may', 'come', 'quick', 'think']"
madonna,positive,"['september', 'sticky', 'sweet', 'world', 'tour', 'name', 'solo', 'artist', 'ever']"
david beckham,positive,"['hate', 'sun', 'bring', 'men', 'think', 'look', 'like', 'david', 'beckham', 'dont', 'put', 'away']"
hillary,negative,"['u', 'know', 'hillary', 'panic', 'chelsea', 'clinton', 'speak', 'amy', 'schumer', 'show', 'boston', 'friday']"
kurt cobain,positive,"['kurt', 'cobain', 'solo', 'album', 'due', 'november', 'time', 'year', 'thank']"
valentine,positive,"['may', 'home', 'new', 'girlfriend', 'powder', 'room', 'door', 'day']"
kanye west,positive,"['kanye', 'west', 'god', 'may', 'never', 'speak', 'ill', 'kanye']"
kendrick lamar,positive,"['happy', 'see', 'kendrick', 'lamar', 'nominate', 'grammy', 'may', 'win', 'good', 'see', 'best', 'u', 'get', 'recognize']"
milan,positive,"['opportunity', 'earn', 'rap', 'road', 'tonight', 'milan', 'get', 'do']"
tony blair,negative,"['get', 'may', 'late', 'save', 'country', 'blame', 'tony', 'blair', 'george', 'bush', 'merkal', 'sad']"
sharknado,positive,"['hopefully', 'still', 'vote', 'april', 'thingy', 'sharknado']"
windows 10,positive,"['mean', 'nothing', 'install', 'window', 'machine', 'may', 'know']"
ps4,positive,"['uhh', 'like', 'small', 'edition', 'wanna', 'nothing', 'wanna', 'play', 'yet']"
niall,positive,"['new', 'wish', 'time', 'meet', 'harry', 'liam', 'niall', 'louis', 'surgery', 'go', 'well']"
ios,positive,"['nw', 'near', 'rhode', 'island', 'need', 'lyft', 'let', 'know', 'download', 'lyft', 'app', 'io', 'android']"
nirvana,positive,"['nirvana', 'climb', 'top', 'united', 'county', 'league', 'victory', 'desborough', 'tuesday']"
michelle obama,positive,"['first', 'lady', 'michelle', 'obama', 'give', 'passionate', 'keynote', 'address', 'first', 'white', 'house', 'tribal', 'youth', 'gathering', 'washington', 'thursday']"
iron maiden,positive,"['iron', 'maiden', 'run', 'hill', 'rock', 'rio', 'via', 'since', 'quiet', 'peaceful', 'sunday']"
tiger woods,positive,"['tiger', 'wood', 'shot', 'back', 'leader', 'go', 'final', 'round', 'tomorrow', 'wyndham']"
ted 2,positive,"['idk', 'go', 'watch', 'ted', 'tuesday', 'invite', 'winefestival', 'keszthely', 'end', 'month']"
magic mike xxl,positive,"['magic', 'mike', 'xxl', 'monday', 'night', 'everything', 'expect']"
saudi arabia,negative,"['prophecy', 'saudi', 'arabia', 'announces', 'military', 'alliance', 'may', 'fulfill', 'king', 'south', 'prophecy', 'soon', 'daniel']"
amazon prime,positive,"['season', 'hand', 'god', 'available', 'amazon', 'prime', 'wtg', 'love', 'blacklist']"
gay,positive,"['tune', 'gay', 'stuff', 'tonight', 'probably', 'say', 'bye', 'felicia', 'time', 'ever']"
bob marley,positive,"['sun', 'shin', 'write', 'deck', 'seem', 'like', 'bob', 'marley', 'kind', 'day', 'need', 'rum']"
foo fighters,positive,"['like', 'video', 'foo', 'fighter', 'aurora', 'live', 'milton', 'keynes', 'bowl', 'front', 'saturday']"
katy perry,positive,"['come', 'check', 'cover', 'show', 'encore', 'katy', 'perry', 'feature', 'tiina', 'flank', 'next', 'friday', 'foundry']"
national hot dog day,positive,"['good', 'morning', 'world', 'wishing', 'great', 'thursday', 'know', 'today', 'july', 'national', 'hot', 'dog', 'day']"
israel,positive,"['love', 'see', 'israel', 'sql', 'saturday', 'april', 'learn', 'brent', 'ozar', 'rob', 'farley', 'precons']"
star wars,positive,"['star', 'war', 'game', 'release', 'force', 'friday', 'interested']"
gucci,positive,"['fragrant', 'friday', 'gucci', 'bamboo', 'gucci', 'new', 'fragrance', 'meant', 'show', 'diverse', 'side', 'guc']"
kurt cobain,positive,"['kurt', 'solo', 'album', 'release', 'november', 'alright', 'ok', 'ya', 'dig']"
tgif,positive,"['wine', 'wednesday', 'tgif', 'monday', 'get', 'wine', 'cause', 'monday', 'day', 'gonna', 'fix']"
mclaren,positive,"['also', 'tomorrow', 'pc', 'look', 'beautiful', 'check', 'shine', 'mclaren']"
ant-man,positive,"['know', 'excited', 'start', 'new', 'hub', 'project', 'see', 'charlie', 'come', 'home', 'greece', 'tomorrow']"
seth rollins,positive,"['care', 'others', 'may', 'say', 'seth', 'rollins', 'one', 'best', 'easily', 'best', 'wwe', 'champion', 'last', 'year']"
harry potter,positive,"['book', 'harry', 'potter', 'half', 'blood', 'prince']"
ric flair,positive,"['ric', 'flair', 'go', 'sidebar', 'friday', 'must', 'go']"
jurassic park,positive,"['freeze', 'butt', 'drive', 'ins', 'watch', 'jurassic', 'park', 'time']"
angela merkel,positive,"['great', 'news', 'indeed', 'teen', 'talk', 'angela', 'merkel', 'well']"
grateful dead,positive,"['thhis', 'come', 'friday', 'play', 'set', 'grateful', 'dead', 'song', 'sky', 'bridge', 'station', 'start', 'beer']"
white sox,positive,"['run', 'hit', 'white', 'sox']"
paul dunne,negative,"['meanwhile', 'amateur', 'paul', 'dunne', 'epic', 'stroke', 'collapse', 'final', 'day', 'share', 'lead', 'tie']"
caitlyn jenner,positive,"['see', 'bitch', 'make', 'fun', 'caitlyn', 'jenner', 'get', 'as', 'beat', 'little', 'girl']"
thor,negative,"['longer', 'celebrate', 'pagan', 'holiday', 'thursday', 'day']"
apple watch,positive,"['wow', 'may', 'killer', 'app', 'apple', 'watch']"
briana,negative,"['wyd', 'mate', 'knock', 'ugg', 'briana', 'unfollow', 'eleanor', 'ig', 'wyd', 'wyd', 'wyd']"
seth rollins,positive,"['much', 'love', 'john', 'cena', 'respect', 'champion', 'want', 'seth', 'rollins', 'win', 'tomorrow', 'night']"
yakub,negative,"['may', 'sound', 'cruel', 'nice', 'terrorist', 'like', 'yakub', 'languishing', 'prison', 'die', 'bit', 'bit', 'actually', 'hang']"
snoop dogg,positive,"['monday', 'funday', 'thing', 'high', 'snoop', 'dogg', 'nj', 'governor', 'chris', 'pant']"
thor,negative,"['maybe', 'tomorrow', 'new', 'superhero', 'street', 'either', 'thor', 'really', 'angry']"
ant-man,positive,"['hey', 'student', 'like', 'movie', 'join', 'u', 'tomorrow', 'cinemark', 'pm', 'movie', 'start', 'pm', 'see']"
gay,negative,"['dunno', 'legislature', 'never', 'approve', 'gay', 'marriage', 'amendment', 'leave', 'state', 'hard']"
tgif,positive,"['tgif', 'wish', 'could', 'say', 'friday', 'go', 'relax', 'waist', 'deep', 'stain', 'cabinet']"
serena,positive,"['serena', 'big', 'sister', 'venus', 'give', 'flux', 'congrats', 'give', 'u', 'great', 'tennis', 'match']"
big brother,positive,"['honestly', 'blessed', 'otra', 'tuesday', 'look', 'sunday', 'wednesday', 'thursday', 'big', 'brother']"
yakub,negative,"['believe', 'ppl', 'like', 'exist', 'u', 'yakub', 'elope']"
the vamps,positive,"['best', 'friend', 'meet', 'vamp', 'first', 'time', 'saturday', 'happy', 'omg']"
windows 10,positive,"['still', 'issue', 'window', 'karl', 'help', 'question', 'may']"
foo fighters,positive,"['read', 'review', 'prove', 'foo', 'fighter', 'simply', 'rock', 'milton', 'keynes']"
muslims,negative,"['remember', 'british', 'sun', 'never', 'set', 'soggy', 'island', 'get', 'overrun', 'muslim']"
katy perry,positive,"['tgif', 'katy', 'perry', 'come', 'friday', 'ayeee']"
grateful dead,positive,"['tomorrow', 'grateful', 'dead', 'night', 'game', 'miss', 'performing', 'game']"
ira,positive,"['may', 'rest', 'within', 'soul', 'wonderful', 'day', 'ira']"
chris evans,positive,"['chris', 'evans', 'alternative', 'radio', 'show', 'tomorrow', 'give', 'ago', 'good']"
paper towns,positive,"['margo', 'paper', 'town', 'fascinate', 'live', 'life', 'want', 'like', 'q', 'want', 'like', 'margo']"
nokia,positive,"['wow', 'first', 'phone', 'grade', 'nokia', 'express', 'music', 'nokia']"
iron maiden,positive,"['may', 'even', 'two', 'sanctuary', 'top', 'time', 'viz', 'iron', 'maiden', 'single']"
ps4,positive,"['wait', 'till', 'ima', 'get', 'cause', 'come']"
shawn,positive,"['one', 'last', 'time', 'happy', 'birthday', 'liam', 'goodnight', 'shawn', 'love']"
watchman,negative,"['worth', 'reading', 'another', 'trouble', 'argument', 'publication', 'watchman', 'may', 'act', 'elder', 'abuse']"
conor mcgregor,positive,"['conor', 'next', 'fight', 'announce', 'december', 'start', 'like', 'month', 'load', 'band', 'wagon']"
caitlyn jenner,positive,"['caitlyn', 'jenner', 'may', 'save', 'help', 'mil', 'trans', 'people', 'around', 'happy']"
tom brady,positive,"['know', 'patriots', 'fan', 'psyched', 'tom', 'suspension', 'drop', 'join', 'u', 'next', 'thursday']"
dunkin,positive,"['today', 'enjoy', 'pumpkin', 'spice', 'latte', 'season', 'thanks', 'dunkin', 'donut']"
dunkin,positive,"['last', 'saturday', 'school', 'start', 'gonna', 'spend', 'bed', 'netflix', 'dunkin', 'midol']"
xbox,negative,"['microsoft', 'need', 'get', 'shit', 'together', 'xbox', 'live', 'go', 'day', 'fucking', 'surprise']"
tom brady,positive,"['really', 'good', 'many', 'playing', 'every', 'string', 'want', 'tom', 'brady', 'tim', 'win']"
welbeck,positive,"['really', 'hope', 'welbeck', 'fit', 'saturday', 'little', 'knock']"
frank gifford,positive,"['frank', 'gifford', 'ny', 'giant', 'class']"
chris evans,negative,"['noel', 'field', 'chat', 'tfi', 'friday', 'chris', 'evans', 'go', 'keep', 'rabbit', 'another', 'break', 'groan']"
dustin johnson,negative,"['dustin', 'johnson', 'take', 'hole', 'feel', 'bad', 'golf', 'game', 'suddenly']"
hannibal,positive,"['dexter', 'great', 'give', 'hannibal', 'another', 'try', 'get', 'well', 'episode']"
murray,positive,"['murray', 'another', 'huge', 'run', 'yds']"
islam,negative,"['keep', 'repeat', 'islam', 'religion', 'peace', 'may', 'become', 'true', 'fairy', 'tale']"
ant-man,positive,"['might', 'go', 'see', 'tomorrow']"
lexus,positive,"['dream', 'rid', 'hoverboard', 'lexus', 'may', 'deliver']"
david beckham,positive,"['david', 'beckham', 'share', 'sweet', 'snap', 'kiss', 'beautiful', 'boy', 'romeo', 'birthday']"
nintendo,positive,"['dont', 'know', 'nintendo', 'direct', 'tomorrow', 'probably', 'go', 'get', 'right']"
dana white,positive,"['dana', 'white', 'announce', 'holm', 'v', 'rousey', 'schedule', 'july', 'wait', 'rematch']"
venice beach,positive,"['sun', 'sky', 'know', 'feel', 'day', 'venice', 'beach']"
big brother,positive,"['american', 'may', 'opening', 'night', 'game', 'totally', 'run', 'big', 'brother', 'show']"
netflix,positive,"['give', 'netflix', 'password', 'cross', 'base']"
david beckham,positive,"['sir', 'alex', 'pay', 'tribute', 'becks', 'see', 'sir', 'alex', 'others', 'say', 'david', 'beckham', 'receive', 'legend']"
taylor swift,positive,"['skip', 'tomorrow', 'go', 'straight', 'taylor', 'swift', 'concert']"
foo fighters,positive,"['foo', 'fighter', 'may', 'favorite', 'concert', 'ever', 'one', 'time', 'truly', 'felt', 'energy', 'band', 'crowd']"
ant-man,positive,"['gonna', 'go', 'city', 'weekend', 'saturday', 'likely', 'shop', 'bit', 'watch', 'cause', 'hell', 'wanna', 'see']"
arsenal,positive,"['arsenal', 'v', 'stoke', 'city', 'sabtu', 'september', 'open', 'wita', 'homebase', 'warkop', 'dg', 'dc', 'arsenal']"
zayn,positive,"['may', 'yassine', 'character', 'claim', 'heard', 'song', 'new', 'album', 'say', 'good', 'believe', 'tho']"
janet jackson,positive,"['im', 'really', 'see', 'travis', 'garland', 'janet', 'jackson', 'week', 'october', 'sometimes', 'life', 'blissful']"
foo fighters,positive,"['much', 'partying', 'last', 'lovely', 'visitor', 'another', 'night', 'go', 'sleep', 'dream', 'foo', 'fighter', 'next', 'saturday']"
twilight,positive,"['ooh', 'yea', 'zelda', 'would', 'pretty', 'fun', 'need', 'dig', 'disc', 'likely', 'twilight', 'princess', 'wednesday']"
